Cooler Name,Site Name,Door,Light Intensity,Temperature (°C),Smart Tag Serial Number,Event Date,
QA-Cooler2-5April,Dev Site,Double,6,6.96,0008-0509,4/23/2019 1:25:47 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.35,0573,4/23/2019 1:23:38 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.93,0008-0486,4/23/2019 1:22:56 PM,
Test Cooler 3x,Dev Site,Single,0,25.83,0008-0354,4/23/2019 1:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,9,27.56,80152,4/23/2019 12:59:26 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.31,0008-0549,4/23/2019 12:57:19 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.95,0008-0509,4/23/2019 12:55:47 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.09,0573,4/23/2019 12:53:38 PM,
QA-Cooler2-5April,Dev Site,Double,8,7.11,0008-0486,4/23/2019 12:52:56 PM,
Test Cooler 3x,Dev Site,Single,0,25.53,0008-0354,4/23/2019 12:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,11,27.43,80152,4/23/2019 12:29:26 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.26,0008-0549,4/23/2019 12:27:19 PM,
QA-Cooler2-5April,Dev Site,Double,6,7,0008-0509,4/23/2019 12:25:48 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.15,0573,4/23/2019 12:23:39 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.79,0008-0486,4/23/2019 12:22:56 PM,
Test Cooler 3x,Dev Site,Single,0,25.46,0008-0354,4/23/2019 12:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,12,27.24,80152,4/23/2019 11:59:27 AM,
QA-Cooler1-5April,Dev Site,Double,1,27.01,0008-0549,4/23/2019 11:57:18 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.88,0008-0509,4/23/2019 11:55:47 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.82,0573,4/23/2019 11:53:38 AM,
QA-Cooler2-5April,Dev Site,Double,8,7.01,0008-0486,4/23/2019 11:52:56 AM,
Test Cooler 3x,Dev Site,Single,0,25.39,0008-0354,4/23/2019 11:43:33 AM,
Test Cooler 3x,Dev Site,Single,0,25.3,0008-0354,4/23/2019 11:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,12,27.02,80152,4/23/2019 10:59:27 AM,
QA-Cooler1-5April,Dev Site,Double,1,26.8,0008-0549,4/23/2019 10:57:19 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.96,0008-0509,4/23/2019 10:55:48 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.62,0573,4/23/2019 10:53:38 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.76,0008-0486,4/23/2019 10:52:57 AM,
Test Cooler 3x,Dev Site,Single,0,25.23,0008-0354,4/23/2019 10:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,8,26.94,80152,4/23/2019 10:29:27 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.77,0008-0549,4/23/2019 10:27:19 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.92,0008-0509,4/23/2019 10:25:48 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.63,0573,4/23/2019 10:23:39 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.29,0008-0486,4/23/2019 10:22:57 AM,
Test Cooler 3x,Dev Site,Single,0,25.18,0008-0354,4/23/2019 10:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,6,26.77,80152,4/23/2019 9:59:28 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.55,0008-0549,4/23/2019 9:57:19 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.68,0008-0509,4/23/2019 9:55:48 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.47,0573,4/23/2019 9:53:39 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.35,0008-0486,4/23/2019 9:52:57 AM,
Test Cooler 3x,Dev Site,Single,0,25.14,0008-0354,4/23/2019 9:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,5,26.71,80152,4/23/2019 9:29:27 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.47,0008-0549,4/23/2019 9:27:20 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.51,0008-0509,4/23/2019 9:25:48 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.31,0573,4/23/2019 9:23:39 AM,
QA-Cooler2-5April,Dev Site,Double,8,7.01,0008-0486,4/23/2019 9:22:58 AM,
Test Cooler 3x,Dev Site,Single,0,25.17,0008-0354,4/23/2019 9:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,4,26.45,80152,4/23/2019 8:59:28 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.27,0008-0549,4/23/2019 8:57:20 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.1,0008-0509,4/23/2019 8:55:48 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.23,0573,4/23/2019 8:53:39 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.85,0008-0486,4/23/2019 8:52:58 AM,
Test Cooler 3x,Dev Site,Single,0,25.21,0008-0354,4/23/2019 8:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,4,26.29,80152,4/23/2019 8:29:28 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.03,0008-0549,4/23/2019 8:27:19 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.89,0008-0509,4/23/2019 8:25:48 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.9,0573,4/23/2019 8:23:39 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.71,0008-0486,4/23/2019 8:22:58 AM,
Test Cooler 3x,Dev Site,Single,0,25.3,0008-0354,4/23/2019 8:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,2,25.88,80152,4/23/2019 7:59:28 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.75,0008-0549,4/23/2019 7:57:20 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.3,0008-0509,4/23/2019 7:55:49 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.6,0573,4/23/2019 7:53:39 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.83,0008-0486,4/23/2019 7:52:57 AM,
Test Cooler 3x,Dev Site,Single,0,25.36,0008-0354,4/23/2019 7:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.65,80152,4/23/2019 7:29:28 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.5,0008-0549,4/23/2019 7:27:20 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.97,0008-0509,4/23/2019 7:25:49 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.45,0573,4/23/2019 7:23:39 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.96,0008-0486,4/23/2019 7:22:58 AM,
Test Cooler 3x,Dev Site,Single,0,25.45,0008-0354,4/23/2019 7:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.48,80152,4/23/2019 6:59:28 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.2,0008-0549,4/23/2019 6:57:20 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.59,0008-0509,4/23/2019 6:55:48 AM,
QA-Cooler1-5April,Dev Site,Double,0,25,0573,4/23/2019 6:53:40 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.25,0008-0486,4/23/2019 6:52:58 AM,
Test Cooler 3x,Dev Site,Single,0,25.51,0008-0354,4/23/2019 6:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.72,80152,4/23/2019 6:29:28 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.5,0008-0549,4/23/2019 6:27:20 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.83,0008-0509,4/23/2019 6:25:49 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.41,0573,4/23/2019 6:23:39 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.76,0008-0486,4/23/2019 6:22:58 AM,
Test Cooler 3x,Dev Site,Single,0,25.61,0008-0354,4/23/2019 6:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.5,80152,4/23/2019 5:59:29 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.3,0008-0549,4/23/2019 5:57:20 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.61,0008-0509,4/23/2019 5:55:49 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.22,0573,4/23/2019 5:53:40 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.97,0008-0486,4/23/2019 5:52:58 AM,
Test Cooler 3x,Dev Site,Single,0,25.68,0008-0354,4/23/2019 5:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.57,80152,4/23/2019 5:29:28 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.48,0008-0549,4/23/2019 5:27:21 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.94,0008-0509,4/23/2019 5:25:49 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.34,0573,4/23/2019 5:23:40 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.44,0008-0486,4/23/2019 5:22:58 AM,
Test Cooler 3x,Dev Site,Single,0,25.76,0008-0354,4/23/2019 5:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.55,80152,4/23/2019 4:59:29 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.38,0008-0549,4/23/2019 4:57:20 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.04,0008-0509,4/23/2019 4:55:49 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.21,0573,4/23/2019 4:53:41 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.94,0008-0486,4/23/2019 4:52:59 AM,
Test Cooler 3x,Dev Site,Single,0,25.85,0008-0354,4/23/2019 4:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.41,80152,4/23/2019 4:29:29 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.33,0008-0549,4/23/2019 4:27:21 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.59,0008-0509,4/23/2019 4:25:50 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.32,0573,4/23/2019 4:23:40 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.29,0008-0486,4/23/2019 4:22:59 AM,
Test Cooler 3x,Dev Site,Single,0,25.93,0008-0354,4/23/2019 4:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.65,80152,4/23/2019 3:59:29 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.42,0008-0549,4/23/2019 3:57:21 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.61,0008-0509,4/23/2019 3:55:49 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.24,0573,4/23/2019 3:53:40 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.92,0008-0486,4/23/2019 3:52:58 AM,
Test Cooler 3x,Dev Site,Single,0,26,0008-0354,4/23/2019 3:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.36,80152,4/23/2019 3:29:29 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.25,0008-0549,4/23/2019 3:27:22 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.02,0008-0509,4/23/2019 3:25:50 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.13,0573,4/23/2019 3:23:41 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.56,0008-0486,4/23/2019 3:22:59 AM,
Test Cooler 3x,Dev Site,Single,0,26.09,0008-0354,4/23/2019 3:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.26,80152,4/23/2019 2:59:29 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.14,0008-0549,4/23/2019 2:57:21 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.96,0008-0509,4/23/2019 2:55:49 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.07,0573,4/23/2019 2:53:41 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.25,0008-0486,4/23/2019 2:52:59 AM,
Test Cooler 3x,Dev Site,Single,0,26.15,0008-0354,4/23/2019 2:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.45,80152,4/23/2019 2:29:29 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.32,0008-0549,4/23/2019 2:27:21 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.94,0008-0509,4/23/2019 2:25:50 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.22,0573,4/23/2019 2:23:41 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.92,0008-0486,4/23/2019 2:22:59 AM,
Test Cooler 3x,Dev Site,Single,0,26.23,0008-0354,4/23/2019 2:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.33,80152,4/23/2019 1:59:30 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.2,0008-0549,4/23/2019 1:57:22 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.21,0008-0509,4/23/2019 1:55:50 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.11,0573,4/23/2019 1:53:42 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.99,0008-0486,4/23/2019 1:53:00 AM,
Test Cooler 3x,Dev Site,Single,0,26.3,0008-0354,4/23/2019 1:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.26,80152,4/23/2019 1:29:31 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.1,0008-0549,4/23/2019 1:27:22 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.41,0008-0509,4/23/2019 1:25:51 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.01,0573,4/23/2019 1:23:42 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.11,0008-0486,4/23/2019 1:23:00 AM,
Test Cooler 3x,Dev Site,Single,0,26.37,0008-0354,4/23/2019 1:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.16,80152,4/23/2019 12:59:31 AM,
QA-Cooler1-5April,Dev Site,Double,0,24.95,0008-0549,4/23/2019 12:57:22 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.61,0008-0509,4/23/2019 12:55:51 AM,
QA-Cooler1-5April,Dev Site,Double,0,24.85,0573,4/23/2019 12:53:42 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.33,0008-0486,4/23/2019 12:53:00 AM,
Test Cooler 3x,Dev Site,Single,0,26.45,0008-0354,4/23/2019 12:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,25.01,80152,4/23/2019 12:29:31 AM,
QA-Cooler1-5April,Dev Site,Double,0,24.78,0008-0549,4/23/2019 12:27:23 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.61,0008-0509,4/23/2019 12:25:51 AM,
QA-Cooler1-5April,Dev Site,Double,0,24.65,0573,4/23/2019 12:23:42 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.48,0008-0486,4/23/2019 12:23:00 AM,
Test Cooler 3x,Dev Site,Single,0,26.5,0008-0354,4/23/2019 12:13:33 AM,
